"gene","symbol","outcome","nsnp","b","se","pval","q","method","ok","note"
"ENSG00000197723","HSPB9","t2d",1,-0.748327256254605,0.171142107932667,1.22804231839307e-05,0.00130351575254431,"Wald ratio",TRUE,"lead rs11079035 (cis p=6.5e-11)"
"ENSG00000198056","PRIM1","t2d",1,-0.298367656041096,0.0911481144946545,0.001062478846781,0.0329077794793263,"Wald ratio",TRUE,"lead rs2277339 (cis p=7.2e-133)"
"ENSG00000198492","YTHDF2","t2d",1,-0.226647752028734,0.0521933309088252,1.40892452880734e-05,0.00144226048639789,"Wald ratio",TRUE,"lead rs3753693 (cis p=7.8e-51)"
"ENSG00000198518","HIST1H4E","t2d",1,0.244329263122191,0.0688650046637836,0.000388248982845362,0.0164160047103495,"Wald ratio",TRUE,"lead rs9393692 (cis p=2.1e-79)"
"ENSG00000198700","IPO9","t2d",1,-0.316982478258418,0.0859789075014663,0.000227138983935384,0.0110216487919122,"Wald ratio",TRUE,"lead rs2494115 (cis p=6.1e-66)"
"ENSG00000198860","TSEN15","t2d",1,0.169536250887004,0.0478690590739775,0.00039760758223004,0.0164700051338378,"Wald ratio",TRUE,"lead rs1327144 (cis p=7.1e-158)"
"ENSG00000198925","ATG9A","t2d",1,-0.355976069924604,0.113215630801709,0.0016652406334837,0.0444559929521055,"Wald ratio",TRUE,"lead rs908197 (cis p=5.9e-58)"
"ENSG00000200737","Y_RNA","t2d",1,0.344846403862835,0.108068063182367,0.0014177576652813,0.0403546106402695,"Wald ratio",TRUE,"lead rs7090595 (cis p=3.4e-07)"
"ENSG00000202522","Y_RNA","t2d",1,0.544973229215367,0.0943222896718905,7.56936898330722e-09,3.21382791416252e-06,"Wald ratio",TRUE,"lead rs10793039 (cis p=2.3e-06)"
"ENSG00000203602","AL137059.1","t2d",1,-0.241902979091913,0.071439183883869,0.000708835696558012,0.024907019820435,"Wald ratio",TRUE,"lead rs74183666 (cis p=1e-25)"
"ENSG00000204421","LY6G6C","t2d",1,-0.958190085066865,0.170270711980523,1.82892113312131e-08,7.16796397942543e-06,"Wald ratio",TRUE,"lead rs3117572 (cis p=9.5e-10)"
"ENSG00000204482","LST1","t2d",1,-0.195660152813116,0.0472845369298364,3.50451667471565e-05,0.00268503946731973,"Wald ratio",TRUE,"lead rs2229094 (cis p=7.1e-102)"
"ENSG00000205238","SPDYE2","t2d",1,0.186481598719547,0.0428060033424414,1.32197538221379e-05,0.00138875558193387,"Wald ratio",TRUE,"lead rs10487281 (cis p=2.6e-58)"
"ENSG00000205643","CDPF1","t2d",1,1.0214185652829,0.237183337256703,1.6589419674472e-05,0.00157987090170906,"Wald ratio",TRUE,"lead rs45550937 (cis p=2e-16)"
"ENSG00000206530","WDR52","t2d",1,-0.181579726061058,0.0576096319631469,0.00162212519351533,0.0437287188410615,"Wald ratio",TRUE,"lead rs2054823 (cis p=2e-131)"
"ENSG00000213123","TCTEX1D2","t2d",1,0.123289490383142,0.0373112931422666,0.000951976416070008,0.0305051562256396,"Wald ratio",TRUE,"lead rs11185540 (cis p=3.3e-310)"
"ENSG00000213281","NRAS","t2d",1,-0.854922871180552,0.275681650489381,0.00192787803190509,0.0498606018911494,"Wald ratio",TRUE,"lead rs747937 (cis p=9.7e-09)"
"ENSG00000213390","ARHGAP19","t2d",1,-0.118753719368504,0.0306574883829669,0.000107255567745996,0.00624906985660221,"Wald ratio",TRUE,"lead rs10082521 (cis p=3.3e-310)"
"ENSG00000214413","BBIP1","t2d",1,0.23901575845091,0.0595954410991659,6.05548178703319e-05,0.00419764349726995,"Wald ratio",TRUE,"lead rs1327548 (cis p=1.3e-36)"
"ENSG00000214432","AC068831.10","t2d",1,-0.131216804782008,0.0371628013543449,0.000414204350512659,0.0169507724165622,"Wald ratio",TRUE,"lead rs11073966 (cis p=9.8e-47)"
"ENSG00000214530","STARD10","t2d",1,0.0743534793435967,0.0226170279372157,0.00101081189087654,0.0315956232148219,"Wald ratio",TRUE,"lead rs10793040 (cis p=3.3e-310)"
"ENSG00000214548","MEG3","t2d",1,-0.075926235219564,0.0235343312119682,0.00125449839128211,0.0366284773844259,"Wald ratio",TRUE,"lead rs10144381 (cis p=3.3e-310)"
"ENSG00000215417","MIR17HG","t2d",1,-0.579572078037976,0.167587106902547,0.000543528449414572,0.0204374719540018,"Wald ratio",TRUE,"lead rs76616232 (cis p=1.7e-39)"
"ENSG00000220614","RP11-480N24.4","t2d",1,0.385389247343199,0.0868796569155187,9.16894980516405e-06,0.00109919527664261,"Wald ratio",TRUE,"lead rs2396004 (cis p=2.7e-08)"
"ENSG00000221510","MIR548O","t2d",1,0.25348595918926,0.0766590602386875,0.000944131667131143,0.0303725222054051,"Wald ratio",TRUE,"lead rs10278274 (cis p=5.2e-38)"
"ENSG00000223496","EXOSC6","t2d",1,-0.132424188203973,0.0345454404010364,0.000126418463736805,0.00696326565123266,"Wald ratio",TRUE,"lead rs10048088 (cis p=3.3e-310)"
"ENSG00000223522","AC093690.1","t2d",1,-0.106681839260739,0.0324490594418081,0.00101019734792225,0.0315956232148219,"Wald ratio",TRUE,"lead rs1038693 (cis p=1e-47)"
"ENSG00000224152","AC009506.1","t2d",1,0.0510262330688967,0.0135069440476491,0.000158233972092165,0.00822655191642431,"Wald ratio",TRUE,"lead rs1006192 (cis p=3.3e-310)"
"ENSG00000224738","AC099850.1","t2d",1,0.131198450657764,0.0378187704743021,0.000522135454012852,0.0197790344847248,"Wald ratio",TRUE,"lead rs4597376 (cis p=9.4e-57)"
"ENSG00000225921","NOL7","t2d",1,-2.35528537178241,0.722565423791653,0.00111563390547235,0.0339352522291441,"Wald ratio",TRUE,"lead rs75863865 (cis p=4e-07)"
"ENSG00000226261","AC064836.3","t2d",1,0.239463250679403,0.0711917772290116,0.000769228240299478,0.0265709687072938,"Wald ratio",TRUE,"lead rs12463937 (cis p=7e-26)"
"ENSG00000226920","RP5-1068B5.3","t2d",1,-0.939883123466774,0.196027765043349,1.62964898396809e-06,0.00025947067416617,"Wald ratio",TRUE,"lead rs10916480 (cis p=5.3e-13)"
"ENSG00000227268","KLLN","t2d",1,1.17106031763619,0.328505231960281,0.000364113178700636,0.0156553303416012,"Wald ratio",TRUE,"lead rs1903860 (cis p=3e-06)"
"ENSG00000227992","AC108463.2","t2d",1,0.15866577034911,0.0479302847929604,0.000931811010301375,0.0303725222054051,"Wald ratio",TRUE,"lead rs67816163 (cis p=6e-33)"
"ENSG00000228265","RP5-1125A11.1","t2d",1,-0.167165158701275,0.0417912896753189,6.33424836662398e-05,0.00436121559837151,"Wald ratio",TRUE,"lead rs761233 (cis p=9.6e-47)"
"ENSG00000228590","AC007381.3","t2d",1,0.457630525125502,0.108030812488643,2.27424271068527e-05,0.00193121110182357,"Wald ratio",TRUE,"lead rs10180282 (cis p=1.1e-11)"
"ENSG00000229472","RP1-64K7.4","t2d",1,-0.22883274427229,0.0558296755604082,4.15359716650806e-05,0.00306704022657371,"Wald ratio",TRUE,"lead rs4911395 (cis p=3.3e-23)"
"ENSG00000229473","RGS17P1","t2d",1,-0.315048790959323,0.095639811541223,0.000987311656766176,0.0315382626409007,"Wald ratio",TRUE,"lead rs9562254 (cis p=5.7e-10)"
"ENSG00000229666","MAST4-AS1","t2d",1,-0.150027981673134,0.03194665917029,2.65042752056378e-06,0.000385826520493499,"Wald ratio",TRUE,"lead rs34696 (cis p=1.2e-70)"
"ENSG00000230069","LRRC37A15P","t2d",1,0.092904706653621,0.015743266190258,3.60791513623836e-09,1.83823276191345e-06,"Wald ratio",TRUE,"lead rs223490 (cis p=3.3e-310)"
"ENSG00000230224","PHBP9","t2d",1,-0.278263554001938,0.04789285569968,6.24256242925448e-09,2.76572657191753e-06,"Wald ratio",TRUE,"lead rs11596950 (cis p=2.2e-31)"
"ENSG00000230925","RP11-176F3.7","t2d",1,0.182085792548116,0.0317181703148331,9.42633105881114e-09,3.84217253957142e-06,"Wald ratio",TRUE,"lead rs1760815 (cis p=2.8e-56)"
"ENSG00000232470","RP11-313D6.3","t2d",1,0.377969753530684,0.108161155884567,0.000474940833557109,0.018368400164481,"Wald ratio",TRUE,"lead rs1341051 (cis p=2.8e-09)"
"ENSG00000232810","TNF","t2d",1,-0.244988331609614,0.0385321453599587,2.0436462729371e-10,1.3883170347486e-07,"Wald ratio",TRUE,"lead rs1121800 (cis p=2.2e-132)"
"ENSG00000233609","RP11-62H7.2","t2d",1,0.0678562577433101,0.0162307475293796,2.90583814606733e-05,0.00235003894511318,"Wald ratio",TRUE,"lead rs12542733 (cis p=3.3e-310)"
"ENSG00000234009","AL049757.3","t2d",1,-0.517849819773099,0.144558783611572,0.000340610411380848,0.0148194701888759,"Wald ratio",TRUE,"lead rs9611968 (cis p=1.5e-12)"
"ENSG00000234936","AC010883.5","t2d",1,-0.407733223730669,0.0426387684947105,1.14945890849768e-21,3.90432875919711e-18,"Wald ratio",TRUE,"lead rs13407351 (cis p=1.5e-84)"
"ENSG00000235513","RP4-756G23.5","t2d",1,0.216389271071411,0.047629160208653,5.54040402420701e-06,0.000719894318569153,"Wald ratio",TRUE,"lead rs85220 (cis p=2.3e-32)"
"ENSG00000236493","EIF2S2P3","t2d",1,-0.313492195078977,0.0256697805591793,2.66570250843959e-34,1.35817542804997e-30,"Wald ratio",TRUE,"lead rs2185756 (cis p=6.3e-90)"
"ENSG00000242142","SERBP1P3","t2d",1,0.0624938910965816,0.0124672156480554,5.36831988530008e-07,0.000107985378669456,"Wald ratio",TRUE,"lead rs1078968 (cis p=3.3e-310)"
"ENSG00000242247","ARFGAP3","t2d",1,-0.177950892837167,0.0535913885764441,0.00089852232147176,0.0297270858954456,"Wald ratio",TRUE,"lead rs5751391 (cis p=2.9e-147)"
"ENSG00000242288","RP11-464F9.1","t2d",1,0.354744169660228,0.0718469204375146,7.91304065576988e-07,0.00013902393841775,"Wald ratio",TRUE,"lead rs13013 (cis p=6.2e-21)"
"ENSG00000242349","NPPA-AS1","t2d",1,0.0972660709821187,0.0295795448740142,0.00100798564631358,0.0315956232148219,"Wald ratio",TRUE,"lead rs198361 (cis p=3.3e-310)"
"ENSG00000243708","PLA2G4B","t2d",1,0.13391845783821,0.0322032655212118,3.20292939636526e-05,0.00251060388838169,"Wald ratio",TRUE,"lead rs1105881 (cis p=3.3e-310)"
"ENSG00000243789","JMJD7","t2d",1,0.17819318347506,0.0457895796545819,9.9599178463636e-05,0.00604116445562173,"Wald ratio",TRUE,"lead rs4924575 (cis p=3.8e-44)"
"ENSG00000245148","ARAP1-AS2","t2d",1,0.262448110188386,0.0555855246779691,2.34089773004321e-06,0.000350790409840299,"Wald ratio",TRUE,"lead rs12274620 (cis p=9.9e-24)"
"ENSG00000245532","NEAT1","t2d",1,0.234521304569022,0.0697225500070064,0.000769228240299476,0.0265709687072938,"Wald ratio",TRUE,"lead rs694243 (cis p=1.1e-92)"
"ENSG00000245937","CTC-228N24.3","t2d",1,0.0937853974602212,0.029465144029648,0.00145794452866191,0.040735595130025,"Wald ratio",TRUE,"lead rs1003136 (cis p=3.3e-310)"
"ENSG00000246560","RP11-10L12.4","t2d",1,0.151037889456831,0.0287340375064215,1.46894406807729e-07,4.0455513658669e-05,"Wald ratio",TRUE,"lead rs10003326 (cis p=3.3e-310)"
"ENSG00000248213","CICP16","t2d",1,-0.422973920345338,0.126892176103601,0.000858120666393674,0.0288589095397741,"Wald ratio",TRUE,"lead rs13138385 (cis p=1.2e-13)"
"ENSG00000248971","KRT8P46","t2d",1,0.107924101998527,0.0182883938533068,3.60791513623838e-09,1.83823276191345e-06,"Wald ratio",TRUE,"lead rs223490 (cis p=1e-236)"
"ENSG00000249307","RP11-438E5.1","t2d",1,0.2858384902106,0.0860045014792956,0.000888860491649998,0.0295996353265146,"Wald ratio",TRUE,"lead rs4470657 (cis p=1.6e-17)"
"ENSG00000249915","PDCD6","t2d",1,0.252503382719474,0.0606218977301452,3.11056024514747e-05,0.00245710146496533,"Wald ratio",TRUE,"lead rs12332382 (cis p=6.3e-172)"
"ENSG00000250848","CTD-2083E4.5","t2d",1,-0.315099997311642,0.0803470059663831,8.79121421667048e-05,0.00556412874955728,"Wald ratio",TRUE,"lead rs13360554 (cis p=2.5e-20)"
"ENSG00000251075","HTT-AS1","t2d",1,0.0562120746632965,0.016949442360307,0.000911670409243268,0.0299674886135126,"Wald ratio",TRUE,"lead rs2857847 (cis p=5.2e-183)"
"ENSG00000251288","RP11-10L12.2","t2d",1,0.163881129999089,0.0277706517362472,3.60791513623838e-09,1.83823276191345e-06,"Wald ratio",TRUE,"lead rs223490 (cis p=4.1e-79)"
"ENSG00000251582","RP11-464F9.9","t2d",1,0.358597129337517,0.0699701715780521,2.97537746375533e-07,7.05095264085274e-05,"Wald ratio",TRUE,"lead rs11000760 (cis p=8.8e-14)"
"ENSG00000252118","U6atac","t2d",1,0.816398006299582,0.121322304341733,1.70637513329084e-11,1.44899688401947e-08,"Wald ratio",TRUE,"lead rs12780155 (cis p=1.3e-06)"
"ENSG00000253649","PRSS51","t2d",1,0.534603353752725,0.137469433822129,0.00010070420585357,0.00606376772545136,"Wald ratio",TRUE,"lead rs7843203 (cis p=9.1e-14)"
"ENSG00000253878","RP11-347C18.3","t2d",1,0.532854018314692,0.0995164715055809,8.58263577972377e-08,2.65021389682986e-05,"Wald ratio",TRUE,"lead rs726816 (cis p=1.7e-07)"
"ENSG00000253981","ALG1L13P","t2d",1,0.144493296309118,0.0333446068405658,1.46868476737894e-05,0.0014672448803521,"Wald ratio",TRUE,"lead rs13270194 (cis p=6.7e-78)"
"ENSG00000254275","RP11-89M16.1","t2d",1,0.481103030121045,0.141500891212072,0.000673858531353761,0.0240933980157713,"Wald ratio",TRUE,"lead rs16903108 (cis p=8e-16)"
"ENSG00000255121","RP11-110I1.12","t2d",1,0.162365228960317,0.0493340503379424,0.000997825102384946,0.0315956232148219,"Wald ratio",TRUE,"lead rs11825496 (cis p=1.2e-30)"
"ENSG00000255310","AF131215.2","t2d",1,0.0592983038102026,0.016884940745956,0.00044490740259315,0.017640491954958,"Wald ratio",TRUE,"lead rs4618656 (cis p=6.4e-298)"
"ENSG00000256223","ZNF10","t2d",1,-0.229206029058737,0.064438705678435,0.000375168364107799,0.0160628807994054,"Wald ratio",TRUE,"lead rs7970687 (cis p=1.4e-88)"
"ENSG00000256234","RP11-283G6.4","t2d",1,0.525441149012469,0.123270650794714,2.02152498774046e-05,0.00177041606749148,"Wald ratio",TRUE,"lead rs1049380 (cis p=4.5e-08)"
"ENSG00000256582","RP11-75L1.1","t2d",1,-0.0524354233367498,0.0156909031954668,0.000832453639314082,0.028275675282035,"Wald ratio",TRUE,"lead rs3764021 (cis p=3e-305)"
"ENSG00000256705","CTD-2017C7.1","t2d",1,-0.154400156417578,0.0484578952449015,0.00144117782136842,0.0405744002318263,"Wald ratio",TRUE,"lead rs66678081 (cis p=4.8e-50)"
"ENSG00000258725","AC068831.8","t2d",1,-0.231372830421292,0.0412488447677303,2.03269415268361e-08,7.67153830216519e-06,"Wald ratio",TRUE,"lead rs2290203 (cis p=7e-44)"
"ENSG00000258904","RP11-638I2.2","t2d",1,0.405856573785051,0.111513307813145,0.000273130936773173,0.0124675180423728,"Wald ratio",TRUE,"lead rs34680851 (cis p=1.8e-06)"
"ENSG00000259374","RP11-736N17.4","t2d",1,-0.20904660784667,0.0558609392868511,0.000182366842339776,0.00910940256589373,"Wald ratio",TRUE,"lead rs8176373 (cis p=6.1e-27)"
"ENSG00000259834","RP11-284N8.3","t2d",1,0.191801524882591,0.0548736982952867,0.00047348110170758,0.018368400164481,"Wald ratio",TRUE,"lead rs12725588 (cis p=2.1e-47)"
"ENSG00000260233","RP11-856B14.1","t2d",1,0.284554169663926,0.0567817844227335,5.40456752908954e-07,0.000107985378669456,"Wald ratio",TRUE,"lead rs1194104 (cis p=1.5e-30)"
"ENSG00000260774","CTD-2083E4.4","t2d",1,-0.483416519998749,0.117532557716398,3.90476808528868e-05,0.00290434940066362,"Wald ratio",TRUE,"lead rs10038489 (cis p=4.5e-11)"
"ENSG00000260814","RP11-107F6.3","t2d",1,-0.0812284722185168,0.0205547658357832,7.75632112783394e-05,0.00519979686135709,"Wald ratio",TRUE,"lead rs62002090 (cis p=4e-167)"
"ENSG00000261367","RP11-455F5.4","t2d",1,-0.365317244819803,0.100398965666412,0.000274065165995241,0.0124675180423728,"Wald ratio",TRUE,"lead rs8061772 (cis p=1.7e-17)"
"ENSG00000261799","RP11-283I3.6","t2d",1,-0.104429278668348,0.027434810497617,0.000140974858171734,0.00752111939670141,"Wald ratio",TRUE,"lead rs579526 (cis p=1.6e-139)"
"ENSG00000262557","RP11-44F14.11","t2d",1,-0.10147296035667,0.026830138670577,0.000155541307455588,0.00816992743800228,"Wald ratio",TRUE,"lead rs7203132 (cis p=9.7e-82)"
"ENSG00000263883","RP11-51F16.5","t2d",1,-0.6927050112448,0.144450334098442,1.62306371671158e-06,0.00025947067416617,"Wald ratio",TRUE,"lead rs7223412 (cis p=1.5e-14)"
"ENSG00000264290","RP11-68I3.4","t2d",1,-0.30822125926375,0.0897626825224255,0.000595326037575577,0.0219796098655621,"Wald ratio",TRUE,"lead rs2303623 (cis p=7.2e-12)"
"ENSG00000266173","STRADA","t2d",1,-0.550391270548991,0.111343521398417,7.68577425107161e-07,0.000137400069505999,"Wald ratio",TRUE,"lead rs11079508 (cis p=9.7e-38)"
"ENSG00000266469","CTB-131K11.1","t2d",1,0.314498566579294,0.0760607946346663,3.55215226940604e-05,0.00270122624069011,"Wald ratio",TRUE,"lead rs12942360 (cis p=2.5e-16)"
"ENSG00000267365","KCNJ2-AS1","t2d",1,1.16998485209413,0.353849077218712,0.00094485667704744,0.0303725222054051,"Wald ratio",TRUE,"lead rs9890133 (cis p=1.8e-07)"
"ENSG00000267395","AC074212.6","t2d",1,-0.343447983373776,0.100553211862284,0.000636452989466889,0.0231605771498519,"Wald ratio",TRUE,"lead rs7246377 (cis p=2.1e-06)"
"ENSG00000267698","AC002116.7","t2d",1,0.280787012342713,0.0686754612231402,4.33970248944834e-05,0.00318140779622148,"Wald ratio",TRUE,"lead rs10418015 (cis p=1.7e-14)"
"ENSG00000268471","DKFZP434I0714","t2d",1,-0.445431366989514,0.0884760934431227,4.7914079722855e-07,0.000106140102690411,"Wald ratio",TRUE,"lead rs6832998 (cis p=3.3e-15)"
"ENSG00000268688","AC007382.1","t2d",1,-0.294719125506357,0.0927602028486144,0.00148696659915968,0.0411744283843401,"Wald ratio",TRUE,"lead rs1504 (cis p=9.4e-10)"
"ENSG00000269918","AF131215.9","t2d",1,0.0600595674686003,0.0171017073469913,0.000444907402593149,0.017640491954958,"Wald ratio",TRUE,"lead rs4618656 (cis p=1.8e-290)"
"ENSG00000004399","PLXND1","cad",1,0.272840081017856,0.0838545203128274,0.001138999413313,0.0343926263176303,"Wald ratio",TRUE,"lead rs9866653 (cis p=2.3e-45)"
"ENSG00000004534","RBM6","cad",1,-0.0331892587244719,0.0093191514645069,0.000368877672839446,0.015205842272244,"Wald ratio",TRUE,"lead rs10049087 (cis p=3.3e-310)"
"ENSG00000005471","ABCB4","cad",1,0.189500188684969,0.0574979204984309,0.000981507123354009,0.0314489454917469,"Wald ratio",TRUE,"lead rs45493392 (cis p=1.1e-106)"
"ENSG00000007866","TEAD3","cad",1,0.622803557333085,0.186841067199926,0.000858120666393674,0.0279842683985049,"Wald ratio",TRUE,"lead rs1051952 (cis p=6.2e-08)"
"ENSG00000008513","ST3GAL1","cad",1,0.16151056598296,0.0434365537302657,0.000200560168849077,0.00971359893683237,"Wald ratio",TRUE,"lead rs59413766 (cis p=2.1e-185)"
"ENSG00000010803","SCMH1","cad",1,0.205209874954422,0.0572678720803037,0.000339237249301238,0.0143881694609701,"Wald ratio",TRUE,"lead rs2885697 (cis p=1.3e-77)"
"ENSG00000011422","PLAUR","cad",1,0.610120453481186,0.128366927093814,2.00478689359048e-06,0.000260356174012745,"Wald ratio",TRUE,"lead rs4760 (cis p=9.1e-31)"
"ENSG00000011478","QPCTL","cad",1,-0.351596497289527,0.0943678910474056,0.000194691756392518,0.0095550221647488,"Wald ratio",TRUE,"lead rs17850756 (cis p=6.9e-31)"
"ENSG00000014641","MDH1","cad",1,0.236837257094384,0.05698340020316,3.23513813374523e-05,0.00238571116144278,"Wald ratio",TRUE,"lead rs262489 (cis p=5.5e-41)"
"ENSG00000025039","RRAGD","cad",1,0.0943453312349334,0.0293794671828082,0.00132150809423848,0.0375835877576545,"Wald ratio",TRUE,"lead rs10944444 (cis p=3.3e-310)"
"ENSG00000030582","GRN","cad",1,-0.254728624406845,0.0731896329281639,0.000500680344210918,0.0191928685321099,"Wald ratio",TRUE,"lead rs114641762 (cis p=3e-122)"
"ENSG00000031698","SARS","cad",1,-0.804055697537764,0.145055149166999,2.9715718194301e-08,7.26796940835613e-06,"Wald ratio",TRUE,"lead rs61799425 (cis p=4.3e-44)"
"ENSG00000040633","PHF23","cad",1,-0.238544939514412,0.0654203513049558,0.000266000460061169,0.0120480146648076,"Wald ratio",TRUE,"lead rs1215 (cis p=2.9e-110)"
"ENSG00000047849","MAP4","cad",1,0.175431062390437,0.0489575057833779,0.000339237249301238,0.0143881694609701,"Wald ratio",TRUE,"lead rs6803741 (cis p=1.2e-102)"
"ENSG00000050820","BCAR1","cad",1,-0.530461208539031,0.0779350590744548,1.00035354372201e-11,9.78679216941369e-09,"Wald ratio",TRUE,"lead rs28595463 (cis p=1.4e-97)"
"ENSG00000051382","PIK3CB","cad",1,0.531499710142999,0.171160923605373,0.00190109802493486,0.048688679783454,"Wald ratio",TRUE,"lead rs9809657 (cis p=3.3e-09)"
"ENSG00000054356","PTPRN","cad",1,-0.160329685060732,0.0386462433045412,3.34443651251557e-05,0.00244177143388886,"Wald ratio",TRUE,"lead rs11887718 (cis p=5.4e-252)"
"ENSG00000055483","USP36","cad",1,-0.0428375576085357,0.0134161581521238,0.00140811501288258,0.0389888449321734,"Wald ratio",TRUE,"lead rs1044486 (cis p=3.3e-310)"
"ENSG00000059377","TBXAS1","cad",1,0.122469267198842,0.0297353364803773,3.81108273504864e-05,0.00272817751887019,"Wald ratio",TRUE,"lead rs2240395 (cis p=4.8e-268)"
"ENSG00000062524","LTK","cad",1,-0.624142970031932,0.193348637455544,0.00124628396400725,0.0358612101407968,"Wald ratio",TRUE,"lead rs316623 (cis p=1.8e-07)"
"ENSG00000064989","CALCRL","cad",1,0.17852423784128,0.0439226299450768,4.81322106124119e-05,0.00331615113022134,"Wald ratio",TRUE,"lead rs8176580 (cis p=2.6e-139)"
"ENSG00000065970","FOXJ2","cad",1,-0.102840739772181,0.0330172901373845,0.00184098314785711,0.0477322044077793,"Wald ratio",TRUE,"lead rs2072449 (cis p=3.5e-237)"
"ENSG00000066056","TIE1","cad",1,0.650259439894862,0.181122492390806,0.000330470055413749,0.0141389156361422,"Wald ratio",TRUE,"lead rs7520981 (cis p=2.6e-09)"
"ENSG00000066777","ARFGEF1","cad",1,-0.440462618834966,0.116468480941938,0.00015568706102927,0.00810180007306572,"Wald ratio",TRUE,"lead rs12678025 (cis p=4.4e-17)"
"ENSG00000067606","PRKCZ","cad",1,0.211649249492821,0.066009419396276,0.00134430741472596,0.0380110044529931,"Wald ratio",TRUE,"lead rs626479 (cis p=1.5e-55)"
"ENSG00000069399","BCL3","cad",1,-1.37889750763682,0.286244348683536,1.45583607073046e-06,0.000211528656811579,"Wald ratio",TRUE,"lead rs1531517 (cis p=8.8e-09)"
"ENSG00000070495","JMJD6","cad",1,-0.0999676927169849,0.0237211474243693,2.50569922986382e-05,0.00198762898368927,"Wald ratio",TRUE,"lead rs1017096 (cis p=3.3e-310)"
"ENSG00000070526","ST6GALNAC1","cad",1,0.0972738375757301,0.0230819275603427,2.50569922986382e-05,0.00198762898368927,"Wald ratio",TRUE,"lead rs1017096 (cis p=3.3e-310)"
"ENSG00000070915","SLC12A3","cad",1,0.524902262858856,0.087483710476476,1.97317529007541e-09,7.42470445688631e-07,"Wald ratio",TRUE,"lead rs56228609 (cis p=6.1e-17)"
"ENSG00000072110","ACTN1","cad",1,0.2631325389869,0.0792082642868731,0.000893638364789826,0.0290135907152449,"Wald ratio",TRUE,"lead rs1275193 (cis p=1e-39)"
"ENSG00000072310","SREBF1","cad",1,-0.134379082272855,0.0266006374465037,4.37839748902914e-07,7.93246705574107e-05,"Wald ratio",TRUE,"lead rs10048206 (cis p=3.3e-310)"
"ENSG00000073060","SCARB1","cad",1,-0.131795204156599,0.0231532115410242,1.25333727037787e-08,3.75361723322352e-06,"Wald ratio",TRUE,"lead rs10773111 (cis p=3.3e-310)"
"ENSG00000073711","PPP2R3A","cad",1,0.419794633886403,0.0847534907530908,7.30310270850611e-07,0.00012178753664469,"Wald ratio",TRUE,"lead rs12695644 (cis p=9e-41)"
"ENSG00000074695","LMAN1","cad",1,0.0801612476855269,0.0229032136244363,0.000465258158071049,0.0182071025858471,"Wald ratio",TRUE,"lead rs10871768 (cis p=3.3e-310)"
"ENSG00000075292","ZNF638","cad",1,-0.111516917065186,0.0337144167871491,0.000940681012056672,0.0303395469273223,"Wald ratio",TRUE,"lead rs3771371 (cis p=4.8e-136)"
"ENSG00000076067","RBMS2","cad",1,-0.0437377755668524,0.0131213326700557,0.000858120666393674,0.0279842683985049,"Wald ratio",TRUE,"lead rs10735863 (cis p=3.3e-310)"
"ENSG00000076685","NT5C2","cad",1,-0.275565380360301,0.0369886416591008,9.33402317743813e-14,1.71220987661131e-10,"Wald ratio",TRUE,"lead rs1004467 (cis p=3.3e-310)"
"ENSG00000077348","EXOSC5","cad",1,0.65205337386999,0.183195947896807,0.000371813388378136,0.0152412331688524,"Wald ratio",TRUE,"lead rs11879090 (cis p=1.2e-08)"
"ENSG00000078246","TULP3","cad",1,0.489975190669243,0.14205163090831,0.000562093191514184,0.0210964644129684,"Wald ratio",TRUE,"lead rs76487928 (cis p=6.1e-18)"
"ENSG00000079393","DUSP13","cad",1,0.73574005478701,0.172581000505595,2.01557987930418e-05,0.00168060424595391,"Wald ratio",TRUE,"lead rs2657291 (cis p=5.5e-09)"
"ENSG00000079805","DNM2","cad",1,0.4119706105205,0.0990815392391076,3.21193955521989e-05,0.0023805663117602,"Wald ratio",TRUE,"lead rs1541596 (cis p=1.5e-19)"
"ENSG00000081026","MAGI3","cad",1,-0.745933099244886,0.195843439183985,0.000139629563016004,0.00753332293110245,"Wald ratio",TRUE,"lead rs1230642 (cis p=1e-09)"
"ENSG00000083099","LYRM2","cad",1,0.291163359217716,0.0895887259131435,0.00115405008478153,0.0345626224370797,"Wald ratio",TRUE,"lead rs9353689 (cis p=9.3e-29)"
"ENSG00000084112","SSH1","cad",1,0.128045539033139,0.0380512686749422,0.0007652164476681,0.0258150606196077,"Wald ratio",TRUE,"lead rs888531 (cis p=6.9e-191)"
"ENSG00000085511","MAP3K4","cad",1,-0.534499023424525,0.139537355672774,0.000127878728749513,0.00713922572431642,"Wald ratio",TRUE,"lead rs1488 (cis p=5.2e-14)"
"ENSG00000085733","CTTN","cad",1,-0.41760529898491,0.113277550736797,0.000227299472240698,0.0105224597953699,"Wald ratio",TRUE,"lead rs4570606 (cis p=7.9e-26)"
"ENSG00000087237","CETP","cad",1,0.278349802999221,0.0622193677292377,7.68832631050691e-06,0.000767525092562509,"Wald ratio",TRUE,"lead rs1532624 (cis p=1.1e-58)"
"ENSG00000089022","MAPKAPK5","cad",1,-0.356154441554387,0.0649379338924353,4.14555867972766e-08,9.91140483828854e-06,"Wald ratio",TRUE,"lead rs79271898 (cis p=1.1e-140)"
"ENSG00000089248","ERP29","cad",1,0.468735406206447,0.0865682506957852,6.14141463012331e-08,1.40820718276655e-05,"Wald ratio",TRUE,"lead rs11066119 (cis p=1.9e-53)"
